,open,high,low,close,volume
2023-01-04 22:00:00,32399.152451908016,33116.487539052665,32186.54746197356,32534.228354175608,3554250.836957264
2023-01-04 23:00:00,32086.134529354124,32696.973697392885,31917.06187171531,32250.254514844866,5190218.124223722
2023-01-05 00:00:00,32368.34529379953,32977.776508305906,32031.63457364843,32416.7725992647,3914698.064862537
2023-01-05 01:00:00,32565.58122890497,32923.23159481248,32387.944304093013,32733.90614231084,4584998.725173043
2023-01-05 02:00:00,31912.360302140176,32586.485622052016,31883.377958823683,32092.90420805564,2910492.4455018286
2023-01-05 03:00:00,32015.21656691677,32661.90552526707,31617.87815016727,32046.010180329366,3991583.407121543
2023-01-05 04:00:00,32754.113489095995,33103.10646305136,32589.904794649865,32830.23876714847,4660708.777416756
2023-01-05 05:00:00,33171.69636054081,34021.97637237015,33005.83787873811,33437.33736509966,2373280.24226585
2023-01-05 06:00:00,33411.86714584074,34074.35829181917,33166.33771916824,33657.988310276676,4111431.2118882607
2023-01-05 07:00:00,33834.09157766652,34521.643176399724,33752.310560557875,34055.386640145414,4027649.430091994
2023-01-05 08:00:00,32994.17443470064,33340.048434015516,32572.718021179364,33059.9440733419,3449049.3322515795
2023-01-05 09:00:00,34071.41573231418,34507.33207752929,33960.870356557614,34301.941256146914,3984730.197545761
2023-01-05 10:00:00,33589.24688986049,34154.592630334526,33185.05875621711,33829.11166405431,3941987.8548058807
2023-01-05 11:00:00,34279.37812944861,34772.093316062696,34173.471972959414,34547.97787191349,5323030.444341864
2023-01-05 12:00:00,34076.677787419554,34708.9815559404,33920.327973811065,34223.146292274025,3254023.1788982293
2023-01-05 13:00:00,35516.357238277764,36416.45558598735,35206.315370825534,35717.439858186546,4485808.527048337
2023-01-05 14:00:00,35478.52630299024,36192.62724759464,35301.13367147529,35776.415594385166,2967055.5632491745
2023-01-05 15:00:00,36026.859067230806,36832.692458296355,35846.72477189465,36336.810573094066,3342724.160456051
2023-01-05 16:00:00,36593.49716392352,37171.25123151172,36194.12442340665,36672.599678614955,4569977.484984392
2023-01-05 17:00:00,36717.265137178205,37198.96927445623,36136.360736815586,36755.81462921489,6965990.465206528
2023-01-05 18:00:00,36825.78681364117,37121.453247037054,36510.05432028347,36892.81311707894,5037475.831739806
2023-01-05 19:00:00,35051.20505901444,35579.13253365431,34984.46428756806,35210.017170188425,4014541.5370810307
2023-01-05 20:00:00,34046.34263645953,34711.48368056553,33847.02967087639,34073.901089651095,2428057.9394232407
2023-01-05 21:00:00,34197.04651396632,34874.177765540335,33947.91639000626,34337.28591559054,4314593.790750198
2023-01-05 22:00:00,34893.43252485707,35427.08010502121,34718.96536223278,35214.770628458886,5364074.961780968
2023-01-05 23:00:00,35583.66848573277,36262.20368539628,35326.49394705441,35697.343993422175,3526257.4581290577
2023-01-06 00:00:00,33656.375809648445,34148.21598801476,33488.093930600204,33903.84984085915,4506294.836793403
2023-01-06 01:00:00,33868.26927052618,34791.29114336309,33714.63423853988,34113.46393978167,3268335.146394684
2023-01-06 02:00:00,34486.59633714921,35111.736223122905,34401.78939890117,34712.34951370899,4614920.729338577
2023-01-06 03:00:00,35174.74138624422,36010.95073692587,34839.81768164884,35476.652235192465,3388079.551274665
2023-01-06 04:00:00,34738.42678129497,35419.413115494506,34343.63972226288,34944.68033785452,4526932.703678202
2023-01-06 05:00:00,34263.359673425686,34744.800029483995,34149.57734048084,34545.13874274114,3186151.5310691525
2023-01-06 06:00:00,34293.41899751713,34769.42196177579,33900.750462235665,34393.56933948855,4605459.85427727
2023-01-06 07:00:00,34657.14689552888,35175.126586338236,34541.25654932545,34813.13269742275,4409475.002391384
2023-01-06 08:00:00,34899.887315066306,35885.98521441077,34725.387878490976,35209.89635756561,4805727.617956556
2023-01-06 09:00:00,34134.15812311191,34934.91579967735,34095.11315508113,34336.9266412793,3515924.545575282
2023-01-06 10:00:00,33507.31169119222,34324.18517282788,33287.818259437205,33662.45128306537,3726254.3947089165
2023-01-06 11:00:00,33647.910679789755,34199.674663730126,33089.8217055835,33676.337372303635,2789924.4760757675
2023-01-06 12:00:00,34257.31613988476,35140.61085746289,34039.420656896895,34490.356112690715,4100992.387310588
2023-01-06 13:00:00,34479.17544776378,35248.43673923689,34432.243879577036,34685.35854794261,3912934.292073961
2023-01-06 14:00:00,35292.190224309335,35841.71951278015,35002.5644181198,35481.0267844408,3084010.5034582624
2023-01-06 15:00:00,36586.30492884448,37160.36527037737,36345.65153650902,36662.51016399981,3745727.0858482504
2023-01-06 16:00:00,34745.77939941657,35381.92237152861,34689.3485357356,34938.07913868005,3243816.887563011
2023-01-06 17:00:00,35125.78343315433,35635.034119760465,34908.737046262795,35331.421076861385,1661760.1988267691
2023-01-06 18:00:00,35202.54524271148,36167.17938544964,35026.53251649792,35504.71010306192,2768858.504973978
2023-01-06 19:00:00,34930.935131154576,35359.5740318922,34756.818152555614,35003.55952939422,3988458.8179302616
2023-01-06 20:00:00,34708.23203633153,35427.09280552059,34534.69087614987,35031.1208456622,3931187.403304628
2023-01-06 21:00:00,35878.39098433155,36899.149021829915,35698.99902940989,36203.7032913874,3078773.2878876585
2023-01-06 22:00:00,35731.743088737305,36263.34770249898,35551.16355456404,36052.23771373289,2502941.6994140567
2023-01-06 23:00:00,36023.08943369281,36613.629771776046,35375.362460499004,36079.331759833614,4752501.642274186
2023-01-07 00:00:00,36369.51909560273,36957.49775779191,36047.997012263535,36608.85316406354,6103469.289576227
2023-01-07 01:00:00,35465.60346438072,35918.97334993637,35206.400594568404,35473.42380018851,4516246.658575066
2023-01-07 02:00:00,35207.10195427237,35981.85729951574,35087.24940595503,35371.28021642075,2328690.2517592623
2023-01-07 03:00:00,36700.52129498563,37160.91017604663,36165.44554917734,36860.10514636081,2870128.1662177118
2023-01-07 04:00:00,37115.55402735692,38005.13529063321,36748.382520223626,37281.11437028547,3950087.5725626247
2023-01-07 05:00:00,35610.944047440375,35866.328033709506,35353.08632893264,35644.041827594745,4438936.314867249
2023-01-07 06:00:00,35125.143738596336,35715.52052629655,34846.569544822785,35171.8842457315,4171116.012664214
2023-01-07 07:00:00,35816.180301230364,36103.58666614003,35255.445186992976,35886.68378296075,4016925.3526528785
2023-01-07 08:00:00,35132.16123922574,35890.951537326066,34757.068089872104,35349.10330285983,2200134.3810027777
2023-01-07 09:00:00,36109.54040642682,36466.97264111024,35680.256226480036,36122.73916877574,4174547.684322121
2023-01-07 10:00:00,35938.02819550292,36373.14400256706,35327.263614742435,35961.80952623638,2689055.8318806044
2023-01-07 11:00:00,35213.537551534624,35705.34131735728,35087.38045452573,35330.80052117815,3595394.8454813575
2023-01-07 12:00:00,36095.15526127348,36493.95028833848,35671.61584371291,36100.000059437065,5058769.897872901
2023-01-07 13:00:00,36610.9738094203,37155.71805088206,36279.72921875572,36851.65927786193,4140363.3614699435
2023-01-07 14:00:00,37385.590779398975,37942.99129763205,37296.816903177285,37739.07868917816,2849002.6453814763
2023-01-07 15:00:00,36633.32125699487,37235.052359768495,36301.47156296918,36913.360451959255,2786655.937172409
2023-01-07 16:00:00,37318.25341851679,38042.77529519475,37260.892613902564,37611.39612714413,2348027.089261318
2023-01-07 17:00:00,36028.03771576014,36648.46853429289,35427.06162449078,36065.0518441959,3863308.2240865473
2023-01-07 18:00:00,35035.471568327914,35901.963111274315,34907.10200297358,35362.071588945415,4362462.851048402
2023-01-07 19:00:00,35556.31366960535,36311.85222613926,35136.11861181867,35845.36099765433,3564070.158347102
2023-01-07 20:00:00,35263.46727316296,35806.253909184714,35129.779639124936,35451.14226072854,4913632.139818278
2023-01-07 21:00:00,33819.407100005395,34563.33558447083,33445.00319664813,33929.61962480753,3383589.6354293283
2023-01-07 22:00:00,33802.205410628616,34355.32812769929,33566.89514541917,34039.41924097364,4147900.070524577
2023-01-07 23:00:00,34621.624176292804,35223.336995080004,34592.72435117409,34798.70853571754,3141358.0322850244
2023-01-08 00:00:00,35267.31287687961,35641.32978130062,34766.02684939536,35436.54576740635,3326120.474419221
2023-01-08 01:00:00,35247.048550848674,35769.689399300354,34979.560296431584,35399.82207903058,2499214.3436928666
2023-01-08 02:00:00,34012.381297696986,34905.411986242485,33842.3193912085,34352.68865051932,3321955.9645028966
2023-01-08 03:00:00,33010.67178098982,33446.75115141455,32792.12108154761,33208.14757093274,3164576.082017262
2023-01-08 04:00:00,33712.791571392256,34446.71622668527,33529.87750501494,33980.000402956124,3156272.0624439865
2023-01-08 05:00:00,34009.599739723846,34764.73160984789,33950.11133262716,34162.415598917396,4461755.563974057
2023-01-08 06:00:00,33650.3396730085,34295.49482471071,33337.753871852205,33774.16279938047,3609578.96421783
2023-01-08 07:00:00,32733.434643703433,33222.20506678289,32396.880802489326,32962.136810391705,4013906.586923469
2023-01-08 08:00:00,33505.56877041331,34248.26914729997,33067.87372338106,33673.320811602964,4484785.837528884
2023-01-08 09:00:00,33490.81197062287,34337.36753723506,33323.35791076975,33805.6456408897,3391750.1800141223
2023-01-08 10:00:00,33472.65033410071,34050.84405908293,33332.769900615065,33553.66171841405,3108755.7407034957
2023-01-08 11:00:00,32751.105405877188,33325.975200013534,32655.765065275198,32924.557504015196,4374197.824600964
2023-01-08 12:00:00,32313.921359611733,33014.84714838901,32082.827339278912,32419.30932786529,3432635.9532608404
2023-01-08 13:00:00,31581.050521152585,32267.704218926425,31151.018388794546,31723.469121791037,2457953.7801094665
2023-01-08 14:00:00,31754.870220827153,32331.13165279111,31596.095869723016,32043.484276339612,3179558.237974775
2023-01-08 15:00:00,33445.69148322786,34132.222784276135,33191.60539176389,33524.60008327162,3094529.0762131647
2023-01-08 16:00:00,32675.51233094876,33126.06565210594,32447.67332211668,32845.23308479518,4226518.42902126
2023-01-08 17:00:00,33211.27212276438,33909.223972075175,33078.67823773055,33249.83009630165,5073131.4284223635
2023-01-08 18:00:00,32127.965255755873,32492.700457838433,31970.05890154008,32195.281236884664,3180088.2060331143
2023-01-08 19:00:00,32052.33506394481,32497.909093225906,31686.40230583838,32252.037658228568,2706412.5162113383
2023-01-08 20:00:00,31609.678800572634,32277.11429615987,31444.670572431336,31899.46611382033,3855742.1022279807
2023-01-08 21:00:00,31606.35453010738,32217.535438338353,31262.112251256654,31881.19652009493,3530370.755494775
2023-01-08 22:00:00,32231.743596126344,32694.76412359948,31940.93583047694,32275.7477681955,4488132.792563865
2023-01-08 23:00:00,30720.76876283463,31530.90463849705,30372.651697508674,30972.575149768665,2475814.7867452153
2023-01-09 00:00:00,31682.261137782476,32282.09301812608,31308.022080654366,31886.259403314216,4187693.597141079
2023-01-09 01:00:00,30491.757873055125,30967.449406495452,30329.809024199025,30505.628103013612,3514899.5941144805
2023-01-09 02:00:00,29439.76797933711,29927.99633479038,29162.95038175934,29715.316013140433,4636649.126515166
2023-01-09 03:00:00,30706.596429160058,31527.371449699975,30359.98674465853,30967.96653445982,3557601.019646692
2023-01-09 04:00:00,30384.384603590825,31085.15091077542,30332.04966340642,30630.32554435709,3218637.5748475427
2023-01-09 05:00:00,29434.880043736404,29862.11177920804,29095.40758029688,29516.104955962383,5128286.422568835
2023-01-09 06:00:00,28789.89369991375,29256.47820453655,28554.495884703785,28806.91667501883,4610743.65419288
2023-01-09 07:00:00,28499.49601254225,28907.450330702704,28317.39092542395,28627.00321509585,3129112.4952344433
2023-01-09 08:00:00,28861.183177174167,29397.048792465324,28782.31361575918,28957.512468581717,3747282.3978643147
2023-01-09 09:00:00,28237.591940054725,28648.463976168056,28153.76515261664,28381.497315782923,2772304.278456458
2023-01-09 10:00:00,29910.486466799233,30617.381403636882,29488.853891389557,30043.19984654219,3053705.5796326534
2023-01-09 11:00:00,30398.448338629583,30928.988745811264,30183.842001900022,30635.45846210126,4600075.326107859
2023-01-09 12:00:00,30012.5642243022,30522.062984849654,29788.180927827198,30249.599975784095,4342177.928876638
2023-01-09 13:00:00,30144.66484428302,30749.89036972409,29873.677761689327,30150.102301320672,1409573.6308133714
2023-01-09 14:00:00,30181.877368689984,30486.89958623203,30030.673703158944,30313.805165415128,4601707.378746925
2023-01-09 15:00:00,30004.33739405733,30612.022525203858,29854.315707087044,30296.822915573226,4273226.063857817
2023-01-09 16:00:00,29732.44598760105,30393.294866140757,29366.213309913077,29960.03618421465,3470917.226204052
2023-01-09 17:00:00,30047.181175223217,30417.37718848226,29814.115727882832,30190.708021860704,3450416.715190763
2023-01-09 18:00:00,29024.454889803834,29464.461155612025,28759.710349525765,29316.0038113359,3201332.0334669678
2023-01-09 19:00:00,28633.20697919615,29375.026979909566,28516.736589182598,28906.600294230913,5311918.8458675835
2023-01-09 20:00:00,28082.29277552181,28312.426969845343,27987.70361376305,28163.78537065269,2435905.2904986995
2023-01-09 21:00:00,28802.35303111255,29287.874071557926,28351.296195115607,28838.733638441805,4260693.294370095
2023-01-09 22:00:00,28354.276805487247,28869.457043284277,28005.878536433538,28518.184961299114,4348245.0232090615
2023-01-09 23:00:00,27893.9191571435,28336.864697777866,27792.3538599551,27972.25399710915,3327746.4167731507
2023-01-10 00:00:00,28734.311770697488,29218.667676377434,28393.076851675996,28810.929123935042,2466118.1346371663
2023-01-10 01:00:00,28175.276615852683,28856.399211823475,27895.850488491626,28398.713877139486,4063656.258147354
2023-01-10 02:00:00,28436.02882533863,28747.88739447809,28293.848681211937,28601.760084316236,4837829.746015983
2023-01-10 03:00:00,29041.024236567908,29692.532219495304,28657.55718879792,29193.772388903082,5929497.079587825
2023-01-10 04:00:00,29200.94128584414,29614.366761686408,29096.62689523663,29331.652240796557,3459336.5413856152
2023-01-10 05:00:00,28328.125897849255,28753.269584874128,28059.30493802977,28585.146621196323,5002038.936798492
2023-01-10 06:00:00,28877.317130957625,29268.455672443655,28418.773981796614,28897.32176045249,5161437.528244004
2023-01-10 07:00:00,28963.286750501833,29426.20693474904,28818.470316749324,29201.4540856675,2640501.054885735
2023-01-10 08:00:00,28346.524265352975,28666.033074761875,28129.392901977622,28386.390961655205,2763828.826989294
2023-01-10 09:00:00,28486.95594715138,28988.700418743527,28019.424366770367,28567.85938747692,4260847.349264128
2023-01-10 10:00:00,29183.368059595174,29962.61709452074,28937.731942933813,29469.2213276446,4522228.848407048
2023-01-10 11:00:00,29731.90179467988,30340.9270370328,29583.24228570648,30020.977092176392,2831820.5111011737
2023-01-10 12:00:00,30280.34859388201,31091.284873716806,30128.946850912598,30578.90555585384,3482177.2328380877
2023-01-10 13:00:00,30272.415352228443,30652.50694336392,29777.463470622024,30309.590019879313,3998189.0099682235
2023-01-10 14:00:00,30858.18056278472,31549.808912627243,30419.000318318474,30931.88390920084,4231073.177002304
2023-01-10 15:00:00,31969.209506490388,32711.14502125602,31641.35090258897,32195.091215714994,4983477.317400122
2023-01-10 16:00:00,31921.44790844494,32360.72578579486,31792.631124030784,32087.882609428947,3476179.6168181547
2023-01-10 17:00:00,32055.28912040809,32684.09468137359,31811.639674920476,32059.11669150922,5118330.453355869
2023-01-10 18:00:00,31457.333578992515,32013.609061384963,31368.94735917077,31734.48404891646,2707366.131117527
2023-01-10 19:00:00,31215.956720215592,31962.02502273805,31048.59018992786,31454.062808165647,2804180.9146343926
2023-01-10 20:00:00,31513.290851409063,32017.37722425455,31247.517019241925,31571.386788873177,4941827.0601631645
2023-01-10 21:00:00,32143.51586862252,32457.945697469364,31520.025188180367,32150.15635749376,3139497.1863969774
2023-01-10 22:00:00,31624.729157477723,32183.02174655205,31622.753224970777,31874.493790470286,3030976.1927950066
2023-01-10 23:00:00,31984.01599437206,32471.059143210412,31594.468140780697,32065.403172580594,2665674.305494787
2023-01-11 00:00:00,32494.61132450384,33164.969973238134,32130.164861387937,32779.11502471787,3218486.753710777
2023-01-11 01:00:00,32308.9072831794,32934.503444160335,31839.368818991796,32365.955001071477,3245889.360267796
2023-01-11 02:00:00,31849.052709703377,32613.422019676404,31575.02326448951,32066.158534777245,4698689.695456239
2023-01-11 03:00:00,32462.10968538102,32746.697061924668,31993.518400900277,32538.9810166672,3835854.679914481
2023-01-11 04:00:00,32291.2830919075,33113.719889904096,32113.91315861113,32586.718265184285,3109660.340982091
2023-01-11 05:00:00,32239.17892696869,33109.335940446166,32077.983032333846,32463.941319331996,3383873.7044396065
2023-01-11 06:00:00,31279.590293540787,31799.550153447064,30975.80449151095,31285.145291256405,2302719.3637003917
2023-01-11 07:00:00,30187.91601769307,30856.19253148791,29981.938283746946,30419.81697685923,4705483.285149457
2023-01-11 08:00:00,30496.632938947918,30848.183890360546,30099.70619688283,30663.74732715899,4047902.85139611
2023-01-11 09:00:00,31636.436840005434,32124.141737555154,31478.254655805405,31843.418304207396,4502735.977594548
2023-01-11 10:00:00,31108.064318089066,31580.421280587023,30824.685662980955,31365.799153811568,3489615.6799426526
2023-01-11 11:00:00,31156.39435317496,31501.765423567882,31091.561401412862,31324.85179623119,3952614.8057715166
2023-01-11 12:00:00,30459.822259287783,31066.543158630484,30307.523147991345,30746.531866639867,2891035.606858906
2023-01-11 13:00:00,29930.714128663716,30639.234397266253,29612.175755356184,30211.02977878187,2864321.7617118023
2023-01-11 14:00:00,30145.853493767754,30875.81908961489,30043.409381176498,30307.565374783575,4470101.089279547
2023-01-11 15:00:00,30611.027266015837,31259.087060236157,30210.57749117319,30739.060118413825,2985452.119454541
2023-01-11 16:00:00,30678.207353631286,31498.04501320276,30430.971163621194,30919.033378111013,2522426.6278117853
2023-01-11 17:00:00,31205.562486768635,31836.855117103012,30797.16878816831,31418.234922920732,2350499.3273440576
2023-01-11 18:00:00,30859.663241957634,31558.967217164256,30504.335395104237,30966.447768022026,3018432.290977305
2023-01-11 19:00:00,30427.272942385724,31011.81714374022,30131.116937449155,30685.976522123656,4980707.562112882
2023-01-11 20:00:00,30066.88926161339,30661.230303036104,30001.421365351147,30310.12807534732,4329376.620812012
